"","NAME","Description","Status","Long","Lat","Elev","country","continent","city","pname","citiname","countryname"
"842","Long Beach, New York USA","http://www.sobilongbeach.com/<br>100 bikes in 10 ""hubs""<br>Launch May 23, 2015 with 50 bikes in 7 ""hubs""<br>Source (http://www.longbeachny.gov/vertical/Sites/%7BC3C1054A-3D3A-41B3-8896-814D00B86D2A%7D/uploads/Long_Beach_Announcement_4.jpg)<br>Equipment: Social Bicyclews","operation",-73.6520006,40.5859298,"0",NA,NA,"Long Beach, New York USA","Long Beach, New York USA","Long Beach","New York USA"
"884","Makarska, Croatia","Planning a small program od 2 or 3 stations for 2016","planning",17.0203972,43.2945747,"0",NA,NA,"Makarska, Croatia","Makarska, Croatia","Makarska","Croatia"
"895","Manhattan Beach, California USA - Baiku ","Approved Pilot Program in the Beach communities of Manhattan, Hermosa and Redondo with expansion to Palos Verdes<br><br>Negotiations suspended Fall 2011<br>Operator: Ecotrip","planning",-118.416138,33.884097,"0",NA,NA,"Manhattan Beach, California USA","Baiku ","Manhattan Beach","California USA"
"909","Medulin, Croatia - ","Issues tender for Pedelecs in October 2015 to be interoperable with a system in Pula, Croatia<br>http://www.total-croatia-news.com/travel/1268-electric-bike-rental-system-to-cover-southern-istria","planning",13.9330673,44.8188638,"0",NA,NA,"Medulin, Croatia - ","Medulin, Croatia - ","Medulin","Croatia - "
"912","Melaka, Malaysia - Melaka Bike Share","http://melakabikeshare.com/<br>14 bikes in 3 stations<br>Launch: August 29, 2016<br>Equipment: Smoove","operation",102.2484255,2.193661,"0",NA,NA,"Melaka, Malaysia","Melaka Bike Share","Melaka","Malaysia"
"921","Miami &amp; Miami Beach, Florida USA - CitiBike","www.citibikemiami.com <br>OBrien Bike Share Map (http://bikes.oobrien.com/?city=miamibeach)<br>CityBik.es Map (https://citybik.es/map/decobike)<br>Miami, Miami Beach, Surfside and Bay Harbor consolidated in March 2015<br>1640 Bikes in 148 stations<br>Photo (http://www.facebook.com/album.php?aid=102951&id=8085941822#!/photo.php?fbid=10150165972661823&set=a.87800971822.102951.8085941822&theater)<br>Launch in Miami Beach: March 15, 2011 as DECOBIKE with1000 bikes and 115 Stations<br>Launch in Miami: December 29, 2014 with 24 bikes in 31 stations as CITIBIKE<br>Miami to have 750 bikes in 75 stations. Miami approved contract with Decobike of Miami Beach January 24, 2013<br>Operator: DecoBike, LLC<br>Equipment: Decobike/Arcade","operation",-80.1706712,25.7800948,"0",NA,NA,"Miami &amp; Miami Beach, Florida USA","CitiBike","Miami &amp; Miami Beach","Florida USA"
"938","Monaco - CAM Vélos Electriques de Monaco ","http://www.cam.mc/services.php?idservice=12 57 Bikes in 11 Stations<br>Launch 2010<br>Operator: Compagnie Des Autobus de Monaco<br>Equipment: Clean Energy Planet<br>Source, October 2013:(http://www.economist.com/news/business/21586591-sales-are-booming-large-scale-urban-hire-schemes-remain-some-way-two-motorised-wheels)<br>Original pilot: Launch: February 21, 2008 with 10 bikes in 2 stations and 10 pedelecs in 2 stations<br>Provider: Bicincittà (regular bikes) and Clean Energy Planet (pedelecs)<br>Source: http://www.avem.fr/actualite-monaco-des-velos-electriques-en-libre-service-386.html","operation",7.421179,43.732406,"0",NA,NA,"Monaco","CAM Vélos Electriques de Monaco ","Monaco","Monaco"
"943","Monterey, California USA","In June 2016, still under discussion (http://www.ksbw.com/news/monterey-city-council-debates-bike-sharing-program/40164326)<br>Monterey County Feasibility study due in January 2013. Draft December 2012 Source (http://www.tamcmonterey.org/programs/bikeped/bike_sharing.html)","planning",-121.893654,36.59844,"0",NA,NA,"Monterey, California USA","Monterey, California USA","Monterey","California USA"
"947","Montevideo, Uruguay - Movete","http://movete.montevideo.gub.uy/<br>O'Brien Bike Share Map (http://bikes.oobrien.com/montevideo/)<br>CityBik.es Map (https://citybik.es/map/movete)<br>80 bike 8 station <br>Launch:June 10, 2014 in ""old town"".<br>Contract to start program awarded to Ingenia Solutions SL GEHC in January 2014 first round of tenders rejected in September 2013 Source (http://www.elpais.com.uy/informacion/sistema-bicicletas-ciudad-vieja-suspenso.html)","operation",-56.208029,-34.907578,"0",NA,NA,"Montevideo, Uruguay","Movete","Montevideo","Uruguay"
"965","Myrina, Limnos, Greece - Limnos Cyclopolis","http://limnos.cyclopolis.gr/index.php/en/<br>CityBik.es map (https://citybik.es/map/cyclopolis-limnos)<br>50 bikes in 4 stations<br>Launch: June 17, 2105<br>Operator: Cyclopolis<br>Equipment Cyclopolis<br>Source: http://limniakifoni.gr/?p=28689<br>https://www.facebook.com/media/set/?set=a.811307178937568.1073741839.143630239038602&type=1","operation",25.0586128,39.874702,"0",NA,NA,"Myrina, Limnos, Greece","Limnos Cyclopolis","Myrina","Greece"
"967","Nafplio, Greece - Cyclopolis Nafplio","Suspended: January 1, 2016: http://nafplio.cyclopolis.gr/index.php/en/<br>CityBik.es map (https://citybik.es/map/cyclopolis-nafplio)<br>60 bikes in 4 stations<br>Launch: June 3, 2013<br>Operator : Cyclopois<br>Equipment; Amco","stopped",22.797575,37.566555,"0",NA,NA,"Nafplio, Greece","Cyclopolis Nafplio","Nafplio","Greece"
"1013","New Taipei City (Gongliao District) Taiwan - New Bike","Originall in Banqiao District as a manned system launched October 31, 2008 with 100 bikes in 5 stations. Automated September 2013 with 280 bikes in 13 stations. Moved to Gongliao District in April 2015 when You Bike took over the center of New Taipei City.<br>(http://www.appledaily.com.tw/realtimenews/article/new/20151204/746423/)<br>Source: http://www.chinatimes.com/realtimenews/20140202000893-260402","operation",121.9449369,25.0190198,"0",NA,NA,"New Taipei City (Gongliao District) Taiwan","New Bike","New Taipei City (Gongliao District) Taiwan","New Taipei City (Gongliao District) Taiwan"
"1014","New York, New York USA - Citibike","http://citibikenyc.com/<br>O'Brien Bike Share Map (http://bikes.oobrien.com/newyork/)<br>CityBik.es Maps<br>(https://citybik.es/map/citi-bike-nyc)<br>8,020 bikes in 610 stations (Sept. 2016)<br>7,100 bikes in 525 stations (July 2016)<br>Launch: May 27, 2013 with 4,000 bikes in 275 stations.<br>10,000 bikes in 600 stations originally planned for April 1, 2012 Then set for July 31, 2012 and missed. New dates set by NYCDOT (http://citibikenyc.com/assets/pdf/12-042_bike_share_launch.pdf) <br>Operator Motivate<br>Equipment: PBSC & Motivate<br> http://www.nytimes.com/2011/09/15/nyregion/new-york-picks-alta-to-run-bike-shareprogram.html (http://www.nytimes.com/2011/09/15/nyregion/new-york-picks-alta-to-run-bike-share-program.html)","operation",-73.997726,40.731649,"0",NA,NA,"New York, New York USA","Citibike","New York","New York USA"
"1077","Panjim, Goa, India","At the end of 2015 began discussing and planning a 1,020 in 64 station program<br>Source: http://economictimes.indiatimes.com/news/politics-and-nation/cities-like-agra-and-lucknow-choose-smart-ways-to-tackle-pollution-go-for-public-bike-sharing-model/articleshow/50145786.cms","planning",73.822782,15.4990307,"0",NA,NA,"Panjim, Goa, India","Panjim, Goa, India","Panjim","India"
"1124","Portsmouth, England, UK","Planning bicycle hubs with self-service bicycles Source (http://www.portsmouth.co.uk/news/environment/cycle-hire-scheme-given-go-ahead-to-tackle-congestion-1-3932150) (June 2012)","planning",-1.0950276,50.8029517,"0",NA,NA,"Portsmouth, England, UK","Portsmouth, England, UK","Portsmouth","UK"
"1143","Punta Del Este, Uruguay - Bicis Itaú ","Seasonal<br>Web Page (http://www.itaubeneficios.cl/destacados/pedalear-es-el-nuevo-conocer) to March 15, 2013<br>180 bikes in 4 stations<br>Launch: December 15, 2012<br>Equipment: Serttel<br>Source (http://www.montevideo.com.uy/ucmovil_187605_1.html)","operation",-54.9542136,-34.9604578,"0",NA,NA,"Punta Del Este, Uruguay","Bicis Itaú ","Punta Del Este","Uruguay"
"1145","Putian City, County and Meizhou Island, Fujian, China","As part of Putian City expansion 36 stations on the island and 495 stations in the City. Eventually plans fro 10,000 bicycles and 1,000 stations<br>Source: http://www.chinaqw.com/m/qx/2016/12-06/116160.shtml","planning",119.1292191,25.0628982,"0",NA,NA,"Putian City, County and Meizhou Island, Fujian, China","Putian City, County and Meizhou Island, Fujian, China","Putian City","China"
"1183","Rhodes, Greece - Cyclopolis Rhodes","http://rhodes.cyclopolis.gr/index.php/en/<br>CityBik.es Map (https://citybik.es/map/cyclopolis-rhodes)<br>60 bikes in 5 stations<br>Launch:<br>December 31, 2014<br>Source:<br>(http://news.gtp.gr/2014/12/31/bike-sharing-latest-trend-greek-isle-rhodes/)(http://www.rodiaki.gr/article/256585/koinoxrhsta-podhlata-sto-dhmo)<br>Operator: Cyclopolis<br>Equipment Cyclopolis BSS","operation",28.2250784,36.4491795,"0",NA,NA,"Rhodes, Greece","Cyclopolis Rhodes","Rhodes","Greece"
"1230","Salvador, Bahia, Brazil","www.bikesalvador.com<br>CityBike.es Map (https://citybik.es/map/bikesalvador)<br>350 bikes in 36 stations<br>Launch: September 21, 2013<br>Sponsor: Banco Itaú<br>System: Samba/Serttel<br>City government planning bike share as bike initiative in 2013 Source (http://atarde.uol.com.br/bahia/salvador/materias/1514945-prefeitura-anuncia-projetos-para-incentivar-uso-de-bicicleta)","operation",-38.4990116,-12.9657507,"0",NA,NA,"Salvador, Bahia, Brazil","Salvador, Bahia, Brazil","Salvador","Brazil"
"1242","San Francisco, California USA - Bay Area BikeShare ( name to be Ford GoBike)","www.bayareabikeshare.com/ (http://www.bayareabikeshare.com/)<br>O'Briens Bike Share Map (http://bikes.oobrien.com/bayarea/)<br>CityBik.es Map(https://citybik.es/map/bay-area-bike-share)<br>To expand as Ford GoBike<br>with 7,000 bikes in the Bay Area (http://www.bayareabikeshare.com/expansion)<br>Pilot Launch August 29, 2013 with 300 Bikes in 34 stations (program: 540 bikes in 64 stations)<br>With the cities of Redwood City, Mountain View, Palo Alto & San Jose <br>Operator: Motivate<br>Equipment: PBSC<br>Source (http://www.sfexaminer.com/local/transportation/2013/03/deal-reached-bike-sharing-network-be-place-august)","operation",-122.4009136,37.7981199,"0",NA,NA,"San Francisco, California USA","Bay Area BikeShare ( name to be Ford GoBike)","San Francisco","California USA"
"1245","San Juan, Puerto Rico USA -","Issued Tender in September 2016<br>Process stalled","planning",-66.116066,18.4657697,"0",NA,NA,"San Juan, Puerto Rico USA -","San Juan, Puerto Rico USA -","San Juan","Puerto Rico USA -"
"1272","Santos, Brasil - Bike Santos","<img src=""https://lh5.googleusercontent.com/proxy/PvunvROXCgR4DfUCs7h12rgLQo6aaJDxK4yXnuU3jjAilHDunfMVKcUleUb5xAZ-nYqWv-3AAhtt6Wctnosy-QkLVvscQVbKfSpxROzTi5C7_EkBIHuWXrXxaFd2XXOt0wajefaCN7-pDg63bYOzKih4q86Yo5sf0m2Wuw"" height=""200"" width=""auto"" /><br><br>http://www.mobilicidade.com.br/bikesantos.asp CityBik.es Map (https://citybik.es/map/bikesantos)<br>370 bikes in 37 stations.(July 2015)<br>Launched: November 29, 2012 with 150 bikes in 15 stations<br>Operator: Mobilicidade.<br>System: Serttel Samba.","operation",-46.3142396,-23.973078,"0",NA,NA,"Santos, Brasil","Bike Santos","Santos","Brasil"
"1307","Shanghai (Lingang District) China - ","330 bikes in 13 stations<br>Launch: 2013<br>Equipment: Forever","operation",121.9260979,30.9062015,"0",NA,NA,"Shanghai (Lingang District) China - ","Shanghai (Lingang District) China - ","Shanghai (Lingang District) China - ","Shanghai (Lingang District) China - "
"1324","Shantou (Nanbin Area) Guangdong","Started planning in February 2014 for a bike share program for scenic area across the Harbor of the main city.<br>Source (http://dahuawang.com/gundong/showfirst1.asp?CNo=1101&ID=79201)","planning",116.6694834,23.3435166,"0",NA,NA,"Shantou (Nanbin Area) Guangdong","Shantou (Nanbin Area) Guangdong","Shantou (Nanbin Area) Guangdong","Shantou (Nanbin Area) Guangdong"
"1329","Sharjah, United Arab Emirates - BYKY","www.bykystations.com/en/dubai/<br>CityBik.es Map (https://citybik.es/map/bykystations-uae-al-sharjah)<br>100 bikes in 10 stations<br>Launched: July 5, 2014<br>Equipment: Nextbike","operation",55.3935814,25.3676045,"0",NA,NA,"Sharjah, United Arab Emirates","BYKY","Sharjah","United Arab Emirates"
"1336","Shenzhen Bao'an District Guangdon, China","500 bikes in 14 stations<br>Launch: July<br>20, 2015<br>Source: http://szsb.sznews.com/html/2015-07/15/content_3280822.htm","operation",113.887496,22.5544157,"0",NA,NA,"Shenzhen Bao'an District Guangdon, China","Shenzhen Bao'an District Guangdon, China","Shenzhen Bao'an District Guangdon","China"
"1343","Shenzhen, Nanshan District, Guangdong, China","15,000 bikes in 500 stations<br>(November 2016)<br>Unified<br>re-launch October 2015<br>(http://news.163.com/16/0811/16/BU71AB1J00014SEH.html)<br><br>Launched September 22, 2013 Source (http://www.szdaily.com/content/2013-09/24/content_8555672.htm) District Government begins planning - March 2013 Source (http://szbbs.sznews.com/forum.php?mod=viewthread&tid=1751775&extra=page%3D1)(November 2016: http://szsb.sznews.com/html/2016-11/23/content_3669500.htm) ","operation",113.9367202,22.5109692,"0",NA,NA,"Shenzhen, Nanshan District, Guangdong, China","Shenzhen, Nanshan District, Guangdong, China","Shenzhen","China"
"1345","Shenzhen, Shekou District, Guangdong, China -Shenzhen Public Bicycle Rental Service","460 bikes in 20 stations<br>Launched September 26, 2011 with 360 bicycles at 16 stations Source (http://www.bike.com.cn/archive/aid-12939.html)<br>Operator; Shanghai Forever Bicycle Company","operation",113.916721,22.4941587,"0",NA,NA,"Shenzhen, Shekou District, Guangdong, China -Shenzhen Public Bicycle Rental Service","Shenzhen, Shekou District, Guangdong, China -Shenzhen Public Bicycle Rental Service","Shenzhen","China -Shenzhen Public Bicycle Rental Service"
"1370","Sochi, Russia","Planned to have parts of the replaced 2013 Summer system from Moscow Planning a system for 2013<br>330 bikes in 11 automated stations<br>Source (http://www.bikerussia.ru/index.php?option=com_content&view=article&id=3%3Anewsflash-2&catid=1%3Alatest-news&Itemid=69)","planning",39.9022584,43.4559716,"0",NA,NA,"Sochi, Russia","Sochi, Russia","Sochi","Russia"
"1388","Stockholm, Sweden - Stockholm City Bikes","www.citybikes.se/home (http://www.citybikes.se/home)<br><br>1,000 bikes in 94 stations<br>Seasonal April to October<br>Launched Fall 2006<br><br> <br>Operator: Clear Channel","operation",18.0620384,59.3359911,"0",NA,NA,"Stockholm, Sweden","Stockholm City Bikes","Stockholm","Sweden"
"1421","Taizhou (Binhai Industrial Zone) Zhejiang, China - Public Bicycle","625 bikes in 20 stations (Jan. 2014)Launched: December 25, 2012 with 500 bikes in 14 stations<br>Source (http://zjnews.zjol.com.cn/05zjnews/system/2012/12/25/019043500.shtml)","operation",121.5161704,28.5911543,"0",NA,NA,"Taizhou (Binhai Industrial Zone) Zhejiang, China","Public Bicycle","Taizhou (Binhai Industrial Zone) Zhejiang","China"
"1506","Umag, Croatia - ParkandRide Umag","http://parkandrideumag.com/<br>93 bikes (18 pedelec) in 5 stations<br>Launch July 17, 2013<br>Equipment: UTE (http://www.ute.hr/hr/index.php/novosti/detaljnije/pushten_u_promet_sustav_park_ride_istraturist_d.d._umag) Video (http://www.youtube.com/watch?v=yTCiXaTQh6g)","operation",13.5229684,45.4430308,"0",NA,NA,"Umag, Croatia","ParkandRide Umag","Umag","Croatia"
"1526","Vari - Voula - Vouliagmeni, Greece -  ","15 bikes in 3 stations<br>Launch: January 3, 2016<br>Will exspand with 4 more stations<br>Operator: easyBike<br>Equipment: easBike<br>Source: http://www.podilates.gr/forum/metakinisi-stin-poli/koinohrista-podilata-varis-voylas-voyliagmenis","operation",23.766818,37.836005,"0",NA,NA,"Vari","Voula","Vari","Vari"
"1554","Vitória (Grande) Espirito Santo, Brazil","Planning<br>50 bikes in 5 stations<br>to Launch May 2016<br>to increase to 200 bikes in 20 stations in the summer (http://www.vitoria.es.gov.br/noticia/bike-vitoria-vai-oferecer-200-bicicletas-em-20-pontos-da-cidade-a-partir-de-maio-20468)<br>Greater Vitória - Vila Velha, Vitória, Serra and Cariacica to have 700 bike in 70 stations in 2014<br>Re-issued tender due January 26, 2015<br>Picks Serrtel as supplier of equipment In March 2016 (http://seculodiario.com.br/27879/13/empresa-responsavel-pelas-ijlaranjinhasij-do-rio-vai-executar-sistema-em-vitoria)<br>Source (http://seculodiario.com.br/13911/13/programa-do-governo-promete-dobrar-malha-cicloviaria-da-gv-1) Source II (http://g1.globo.com/espirito-santo/noticia/2014/04/grande-vitoria-vai-ter-70-estacoes-de-bicicletas-publicas-diz-governo.html)","planning",-40.2988816,-20.3082475,"0",NA,NA,"Vitória (Grande) Espirito Santo, Brazil","Vitória (Grande) Espirito Santo, Brazil","Vitória (Grande) Espirito Santo","Brazil"
"1609","Xiamen, Fujian - Mobike","<img src=""https://lh6.googleusercontent.com/lPQ_ZOfGS2ukvb6cag2O-yzeQa0QG4Eif1kgUGD7gheliUInXtmioB7uzBweKNCOl0zTqf1cJT-fa35jMtR8z12tJKQrvRVVNeVroZxFzm9tJDjtm3ht7mt2HXgImFM_DQ"" height=""200"" width=""auto"" /><br><br>Begins trail December 19, 2016 (helter-skelter bikes) Planning between 30,000 and 50,00 bikes Source: http://www.kaixian.tv/gd/2016/1220/12688.html","operation",118.0863762,24.4638695,"0",NA,NA,"Xiamen, Fujian","Mobike","Xiamen","Fujian"
"1610","Xiamen, Fujian - ofo","<img src=""https://lh3.googleusercontent.com/Wcpbtc1FC7ssiD4LQmxi9OVwCHlx2mBhGSY6iaLB5MXS0MCeFnUfNo0mg3gUtZylCgX6PE_yITFXQPdSvE_jvJrnv1cuPY-2tzzaP56Z9A9Hqxdaaae3gZPl8x2d6fs_ig"" height=""200"" width=""auto"" /><br><br>20,000 bikes (helter-skelter)<br>Launch: December 15, 2016<br>Source: http://www.leaqu.com/post/252854.html","operation",118.0825996,24.4559005,"0",NA,NA,"Xiamen, Fujian","ofo","Xiamen","Fujian"
"1611","Xiamen (Hellobike) Jimei District, Fujian, China - Hellobike","<img src=""https://lh6.googleusercontent.com/vO859kZzPyHF1kNkT4kuFaCM3Db4wm58frXBJTMK2s7ukmOq8FhSOfJtHfrhcSTayHwH5-zfo7BzcHJ7L7do3k-PG8pOlkaVq-Ejxk8suaBKjHt7d7jlbvhDf0tEmnGq"" height=""200"" width=""auto"" /><br><br>20,000 (helter-skelter)<br>Launch December 20, 2016, with 3,000 trial bikes<br>Source: http://jmjd.jimei.gov.cn/xwdt/201612/t20161222_176401.htm","operation",118.1009674,24.5727286,"0",NA,NA,"Xiamen (Hellobike) Jimei District, Fujian, China","Hellobike","Xiamen (Hellobike) Jimei District","China"
"1612","Xiamen (Haicang Area), Fujian, China","www.hcpb.gov.cn/<br>6,000 bikes in 210 stations (May 2016 :http://news.xmnn.cn/xmnn/2016/05/31/100049666.shtml <br>Pilot launched September 1, 2013 with 200 bikes in 4 stations<br>(December 2014: 3,200 bikes in 112 stations http://www.hcpb.gov.cn/newscenter/201412/t20141215_262098.htm) Source II (http://www.ittybittyurl.com/V0a) 1660 bikes in 100 stations (August 2014)","operation",118.0365944,24.486524,"0",NA,NA,"Xiamen (Haicang Area), Fujian, China","Xiamen (Haicang Area), Fujian, China","Xiamen (Haicang Area)","China"
"1614","Xiamen, (Xinyang Industrial District, Haicang Area,) Fujian, China - Xinyang Public Bicycle","250 bikes in 111 stations<br>Launch: April 15, 2015 stations for the industial area<br>Source: http://culture.gmw.cn/newspaper/2015-04/15/content_105950399.htm","operation",118.0168533,24.5204193,"0",NA,NA,"Xiamen, (Xinyang Industrial District, Haicang Area,) Fujian, China","Xinyang Public Bicycle","Xiamen","China"
"1673","Zadar, Croiatia- Nextbike","http://www.nextbike.hr/en/zadar/<br>40 bikes in 4 stations<br>Launch:<br>May 20, 2016<br>Equipment: Nextbike","operation",15.2435303,44.1151979,"0",NA,NA,"Zadar, Croiatia- Nextbike","Zadar, Croiatia- Nextbike","Zadar","Croiatia- Nextbike"
"1686","Zhanjiang, Guangdong, China - Public Bicycle Zhanjiang","10,000 bikes in 472 Stations (September 2015: http://zj.southcn.com/content/2015-09/20/content_133191880.htm)<br>5,000 bikes in 272 stations (November 2014: http://zj.southcn.com/z/2014-11/18/content_112411711.htm)<br>Launch May 11, 2013 with 400 bikes in 50 stations (phase 1) Source (http://zjphoto.yinsha.com/file/201305/2013051114063488.htm)<br>Phase 2: up to 81 stations Phase 3: up to 137 stations <br>Source (http://www.zhanjiang.gov.cn/_Layouts/ApplicationPages/Modules/News/ZWGKDetail.aspx?id=a4d83e18-e804-4acb-af4e-d6014224da1d&Classify=9a8a2400-538b-4937-9c74-b443756ce9dc)","operation",110.3993794,21.2538616,"0",NA,NA,"Zhanjiang, Guangdong, China","Public Bicycle Zhanjiang","Zhanjiang","China"
"1698","Zhoushan (Putuo District) Zhejiang, China - Putuo Public Bicycle Service","800 bikes in 41 stations (Oct. 2014)<br>Launch: December 20, 2013<br>Source I: (http://zhoushan.focus.cn/news/2013-12-23/4497644.html) Source II: http://www.zhoushan.cn/ttxwlm/201410/t20141031_671865.htm","operation",122.3003194,29.9513646,"0",NA,NA,"Zhoushan (Putuo District) Zhejiang, China","Putuo Public Bicycle Service","Zhoushan (Putuo District) Zhejiang","China"
"1699","Zhuhai City, Guangdong, China - City Bike","www.zhuhaicitybike.com/<br>http://bikes.oobrien.com/zhuhai/<br>4,900 bikes in 526 Stations<br><br>Launched: December 20, 2012 Photo (http://www.flickr.com/photos/90325251@N06/8206259402/lightbox/) Video (http://video.sina.com.cn/v/b/87462778-1843152063.html) to have 8,000 bikes in 400 stations by end of 2015 (http://zh.southcn.com/content/2015-10/30/content_135880172.htm)<br>Source (http://info.zhuhai.gd.cn/news/20120607/634746620549137302_1.aspx) Gov't Source (http://zxft1.zhsw.gov.cn/48ldzbj/xgbd/201208/t20120807_4937.html)Tender March 2012 Source (http://www.cpinfo.com.cn/index/detial/000000030173)<br>System: Zuhai Urban Construction Group Co Ltd","operation",113.5745574,22.2476344,"0",NA,NA,"Zhuhai City, Guangdong, China","City Bike","Zhuhai City","China"
